Time(s)	Acc(m/s2)	V (m/s)	V_avg (m/s)	Var	gyro_var	Movement	Displacement(m)
48.150000	-0.988870	0.000000	-0.002601	0.000000	0.000149	0	-0.014935
48.200000	-0.989295	0.000000	-0.002601	0.000000	0.000548	0	-0.014935
48.250000	-0.988453	0.000000	-0.002601	0.000000	0.001679	0	-0.014935
48.300000	-0.987316	0.000000	-0.002601	0.000000	0.004046	0	-0.014935
48.350000	-0.985751	0.000000	-0.002601	0.000001	0.007480	0	-0.014935
48.400000	-0.984742	0.000000	-0.002601	0.000003	0.011646	0	-0.014935
48.450000	-0.982910	0.000000	-0.002601	0.000005	0.016715	0	-0.014935
48.500000	-0.980451	0.000000	-0.002601	0.000009	0.022764	0	-0.014935
48.550000	-0.976372	0.000000	-0.002601	0.000018	0.029845	0	-0.014935
48.600000	-0.970924	0.000000	-0.002601	0.000036	0.038317	0	-0.014935
48.650000	-0.963379	0.000000	-0.002601	0.000070	0.048542	0	-0.014935
48.700000	-0.953140	0.000000	-0.002601	0.000134	0.059843	0	-0.014935
48.750000	-0.941772	0.000000	-0.002601	0.000240	0.072181	0	-0.014935
48.800000	-0.924359	0.000000	-0.002601	0.000435	0.084910	0	-0.014935
48.850000	-0.902490	0.000000	-0.002601	0.000772	0.097074	0	-0.014935
48.900000	-0.876725	0.000000	-0.002601	0.001320	0.108968	0	-0.014935
48.950000	-0.847988	0.000000	-0.002601	0.002136	0.119711	0	-0.014935
49.000000	-0.813732	0.000000	-0.002601	0.003325	0.128919	0	-0.014935
49.050000	-0.772290	0.000000	-0.002601	0.005036	0.134352	0	-0.014935
49.100000	-0.728140	0.000000	-0.002601	0.007326	0.135382	0	-0.014935
49.150000	-0.678610	0.000000	-0.002601	0.010291	0.130319	0	-0.014935
49.200000	-0.624796	0.000000	-0.002601	0.013993	0.119504	0	-0.014935
49.250000	-0.570361	0.000000	-0.002601	0.018306	0.103594	0	-0.014935
49.300000	-0.514550	0.000000	-0.002601	0.023078	0.084087	0	-0.014935
49.350000	-0.458567	0.000000	-0.002601	0.028076	0.063200	0	-0.014935
49.400000	-0.400523	0.000000	-0.002601	0.033065	0.043995	0	-0.014935
49.450000	-0.348060	0.000000	-0.002601	0.037575	0.028833	0	-0.014935
49.500000	-0.296325	0.000000	-0.002601	0.041382	0.019460	0	-0.014935
49.550000	-0.247270	0.000000	-0.002601	0.044201	0.018328	0	-0.014935
49.600000	-0.201663	0.000000	-0.002601	0.045723	0.026744	0	-0.014935
49.650000	-0.162908	0.000000	-0.002601	0.045693	0.045099	0	-0.014935
49.700000	-0.130168	0.000000	-0.002601	0.044185	0.071457	0	-0.014935
49.750000	-0.101438	0.000000	-0.002601	0.041298	0.102412	0	-0.014935
49.800000	-0.077494	0.000000	-0.002601	0.037358	0.133055	0	-0.014935
49.850000	-0.059350	0.000000	-0.002601	0.032712	0.159649	0	-0.014935
49.900000	-0.043469	0.000000	-0.002601	0.027700	0.179358	0	-0.014935
49.950000	-0.030554	0.000000	-0.002601	0.022670	0.190024	0	-0.014935
50.000000	-0.020577	0.000000	-0.002601	0.017895	0.190521	0	-0.014935
50.050000	-0.014508	0.000000	-0.002601	0.013682	0.182141	0	-0.014935
50.100000	-0.008715	0.000000	-0.002601	0.010047	0.165754	0	-0.014935
50.150000	-0.006190	0.000000	-0.002601	0.007077	0.143412	0	-0.014935
50.200000	-0.005496	0.000000	-0.002601	0.004785	0.118715	0	-0.014935
50.250000	-0.005005	0.000000	-0.002601	0.003134	0.094203	0	-0.014935
50.300000	-0.003007	0.000000	-0.002601	0.001986	0.071851	0	-0.014935
50.350000	-0.002325	0.000000	-0.002601	0.001204	0.052484	0	-0.014935
50.400000	-0.001120	0.000000	-0.002601	0.000703	0.036904	0	-0.014935
50.450000	-0.001347	0.000000	-0.002601	0.000395	0.024554	0	-0.014935
50.500000	-0.001053	0.000000	-0.002601	0.000205	0.015542	0	-0.014935
50.550000	-0.001124	-0.000056	-0.000028	0.000098	0.009468	1	-0.014937
50.600000	-0.001195	-0.000116	-0.000086	0.000044	0.005335	1	-0.014941
50.650000	-0.000971	-0.000165	-0.000140	0.000020	0.002647	1	-0.014948
50.700000	-0.000743	0.000000	-0.000140	0.000008	0.001136	0	-0.014948
50.750000	-0.000677	0.000000	-0.000140	0.000005	0.000476	0	-0.014948
50.800000	-0.000451	0.000000	-0.000140	0.000003	0.000202	0	-0.014948
50.850000	-0.000370	0.000000	-0.000140	0.000002	0.000088	0	-0.014948
50.900000	0.000007	0.000000	-0.000140	0.000001	0.000031	0	-0.014948
50.950000	-0.000364	0.000000	-0.000140	0.000000	0.000015	0	-0.014948
51.000000	-0.000364	0.000000	-0.000140	0.000000	0.000006	0	-0.014948
51.050000	-0.000297	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
51.100000	0.000004	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
51.150000	0.000005	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
51.200000	-0.000231	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
51.250000	-0.000230	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
51.300000	-0.000156	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
51.350000	-0.000243	0.000000	-0.000140	0.000000	0.000003	0	-0.014948
51.400000	-0.000231	0.000000	-0.000140	0.000000	0.000003	0	-0.014948
51.450000	-0.000225	0.000000	-0.000140	0.000000	0.000003	0	-0.014948
51.500000	-0.000304	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
51.550000	-0.000305	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
51.600000	0.000067	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
51.650000	-0.000001	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
51.700000	-0.000376	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
51.750000	-0.000599	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
51.800000	-0.000516	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
51.850000	-0.000363	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
51.900000	0.000089	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
51.950000	0.000173	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.000000	0.000416	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.050000	0.000263	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.100000	0.000256	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.150000	0.000400	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.200000	0.000097	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.250000	0.000175	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.300000	0.000238	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.350000	0.000546	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.400000	0.000694	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.450000	0.000620	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.500000	0.000845	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.550000	0.000689	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.600000	0.000833	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.650000	0.000676	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.700000	0.000823	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.750000	0.000596	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.800000	0.000155	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
52.850000	0.000148	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.900000	-0.000148	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
52.950000	-0.000137	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
53.000000	-0.000363	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
53.050000	0.000444	0.000000	-0.000140	0.000000	0.000000	0	-0.014948
53.100000	0.000381	0.000000	-0.000140	0.000000	0.000001	0	-0.014948
53.150000	-0.000192	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
53.200000	-0.000396	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
53.250000	-0.000747	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
53.300000	-0.000784	0.000000	-0.000140	0.000000	0.000002	0	-0.014948
53.350000	-0.001020	0.000000	-0.000140	0.000000	0.000003	0	-0.014948
53.400000	-0.000982	0.000000	-0.000140	0.000000	0.000003	0	-0.014948
53.450000	-0.001052	0.000000	-0.000140	0.000000	0.000004	0	-0.014948
53.500000	-0.002554	0.000000	-0.000140	0.000001	0.000019	0	-0.014948
53.550000	-0.002202	0.000000	-0.000140	0.000001	0.000061	0	-0.014948
53.600000	-0.006465	0.000000	-0.000140	0.000003	0.000186	0	-0.014948
53.650000	-0.006041	0.000000	-0.000140	0.000005	0.000425	0	-0.014948
53.700000	-0.007377	0.000000	-0.000140	0.000007	0.000654	0	-0.014948
53.750000	-0.007620	0.000000	-0.000140	0.000009	0.000763	0	-0.014948
53.800000	-0.006228	0.000000	-0.000140	0.000009	0.000782	0	-0.014948
53.850000	-0.003267	0.000000	-0.000140	0.000008	0.000741	0	-0.014948
53.900000	-0.002234	0.000000	-0.000140	0.000008	0.000675	0	-0.014948
53.950000	-0.002267	0.000000	-0.000140	0.000007	0.000595	0	-0.014948
54.000000	-0.002352	0.000000	-0.000140	0.000007	0.000585	0	-0.014948
54.050000	-0.002264	0.000000	-0.000140	0.000006	0.000606	0	-0.014948
54.100000	-0.001147	0.000000	-0.000140	0.000006	0.000717	0	-0.014948
54.150000	0.000261	0.000000	-0.000140	0.000007	0.000914	0	-0.014948
54.200000	0.001185	0.000000	-0.000140	0.000009	0.001200	0	-0.014948
54.250000	0.006162	0.000308	0.000154	0.000015	0.001603	1	-0.014940
54.300000	0.005681	0.000592	0.000450	0.000020	0.001947	1	-0.014918
54.350000	0.008577	0.001021	0.000807	0.000024	0.001935	1	-0.014877
54.400000	0.008890	0.001465	0.001243	0.000026	0.001752	1	-0.014815
54.450000	0.008297	0.001880	0.001673	0.000025	0.001470	1	-0.014732
54.500000	0.005237	0.002142	0.002011	0.000023	0.001148	1	-0.014631
54.550000	0.004318	0.002358	0.002250	0.000021	0.000868	1	-0.014518
54.600000	0.004522	0.002584	0.002471	0.000018	0.000607	1	-0.014395
54.650000	0.004913	0.002830	0.002707	0.000015	0.000597	1	-0.014260
54.700000	0.004931	0.003076	0.002953	0.000011	0.000646	1	-0.014112
54.750000	0.004099	0.000000	0.002953	0.000007	0.000789	0	-0.014112
54.800000	0.004183	0.000000	0.002953	0.000005	0.000914	0	-0.014112
54.850000	0.002823	0.000000	0.002953	0.000004	0.001038	0	-0.014112
54.900000	0.001943	0.000000	0.002953	0.000005	0.001071	0	-0.014112
54.950000	0.001987	0.000000	0.002953	0.000006	0.000896	0	-0.014112
55.000000	-0.000318	0.000000	0.002953	0.000007	0.000660	0	-0.014112
55.050000	-0.000423	0.000000	0.002953	0.000006	0.000441	0	-0.014112
55.100000	-0.000587	0.000000	0.002953	0.000005	0.000268	0	-0.014112
55.150000	-0.000297	0.000000	0.002953	0.000005	0.000153	0	-0.014112
55.200000	-0.000440	0.000000	0.002953	0.000006	0.000087	0	-0.014112
55.250000	-0.000661	0.000000	0.002953	0.000006	0.000037	0	-0.014112
55.300000	-0.000968	0.000000	0.002953	0.000005	0.000034	0	-0.014112
55.350000	-0.000900	0.000000	0.002953	0.000004	0.000035	0	-0.014112
55.400000	-0.000835	0.000000	0.002953	0.000003	0.000029	0	-0.014112
55.450000	-0.000832	0.000000	0.002953	0.000002	0.000026	0	-0.014112
55.500000	-0.000842	0.000000	0.002953	0.000001	0.000020	0	-0.014112
55.550000	-0.001218	0.000000	0.002953	0.000001	0.000011	0	-0.014112
55.600000	-0.001372	0.000000	0.002953	0.000000	0.000001	0	-0.014112
55.650000	-0.001899	0.000000	0.002953	0.000000	0.000001	0	-0.014112
55.700000	-0.001671	0.000000	0.002953	0.000000	0.000001	0	-0.014112
55.750000	-0.002049	0.000000	0.002953	0.000000	0.000001	0	-0.014112
55.800000	-0.002051	0.000000	0.002953	0.000000	0.000001	0	-0.014112
55.850000	-0.002434	0.000000	0.002953	0.000000	0.000001	0	-0.014112
55.900000	-0.002823	0.000000	0.002953	0.000000	0.000001	0	-0.014112
55.950000	-0.002832	0.000000	0.002953	0.000001	0.000003	0	-0.014112
56.000000	-0.003147	0.000000	0.002953	0.000001	0.000006	0	-0.014112
56.050000	-0.003456	0.000000	0.002953	0.000001	0.000008	0	-0.014112
56.100000	-0.003690	0.000000	0.002953	0.000001	0.000009	0	-0.014112
56.150000	-0.003925	0.000000	0.002953	0.000001	0.000010	0	-0.014112
56.200000	-0.003716	0.000000	0.002953	0.000001	0.000010	0	-0.014112
56.250000	-0.003646	0.000000	0.002953	0.000001	0.000010	0	-0.014112
56.300000	-0.003504	0.000000	0.002953	0.000001	0.000009	0	-0.014112
56.350000	-0.003809	0.000000	0.002953	0.000000	0.000007	0	-0.014112
56.400000	-0.003508	0.000000	0.002953	0.000000	0.000005	0	-0.014112
56.450000	-0.003886	0.000000	0.002953	0.000000	0.000003	0	-0.014112
56.500000	-0.003899	0.000000	0.002953	0.000000	0.000001	0	-0.014112
56.550000	-0.003740	0.000000	0.002953	0.000000	0.000002	0	-0.014112
56.600000	-0.003963	0.000000	0.002953	0.000000	0.000005	0	-0.014112
56.650000	-0.003802	0.000000	0.002953	0.000000	0.000009	0	-0.014112
56.700000	-0.003870	0.000000	0.002953	0.000000	0.000011	0	-0.014112
56.750000	-0.004175	0.000000	0.002953	0.000000	0.000013	0	-0.014112
56.800000	-0.003947	0.000000	0.002953	0.000000	0.000014	0	-0.014112
56.850000	-0.003930	0.000000	0.002953	0.000000	0.000015	0	-0.014112
56.900000	-0.004073	0.000000	0.002953	0.000000	0.000014	0	-0.014112
56.950000	-0.004221	0.000000	0.002953	0.000000	0.000012	0	-0.014112
57.000000	-0.004436	0.000000	0.002953	0.000000	0.000010	0	-0.014112
57.050000	-0.004508	0.000000	0.002953	0.000000	0.000007	0	-0.014112
57.100000	-0.004355	0.000000	0.002953	0.000000	0.000004	0	-0.014112
57.150000	-0.003966	0.000000	0.002953	0.000000	0.000001	0	-0.014112
57.200000	-0.003815	0.000000	0.002953	0.000000	0.000000	0	-0.014112
57.250000	-0.003279	0.000000	0.002953	0.000000	0.000000	0	-0.014112
57.300000	-0.003196	0.000000	0.002953	0.000000	0.000000	0	-0.014112
57.350000	-0.003262	0.000000	0.002953	0.000000	0.000000	0	-0.014112
57.400000	-0.002727	0.000000	0.002953	0.000000	0.000000	0	-0.014112
57.450000	-0.002576	0.000000	0.002953	0.000000	0.000000	0	-0.014112
57.500000	-0.002582	0.000000	0.002953	0.000001	0.000001	0	-0.014112
57.550000	-0.002208	0.000000	0.002953	0.000001	0.000001	0	-0.014112
57.600000	-0.001835	0.000000	0.002953	0.000001	0.000001	0	-0.014112
57.650000	-0.002081	0.000000	0.002953	0.000001	0.000002	0	-0.014112
57.700000	-0.002178	0.000000	0.002953	0.000001	0.000003	0	-0.014112
57.750000	-0.002269	0.000000	0.002953	0.000001	0.000003	0	-0.014112
57.800000	-0.002513	0.000000	0.002953	0.000000	0.000005	0	-0.014112
57.850000	-0.002303	0.000000	0.002953	0.000000	0.000005	0	-0.014112
57.900000	-0.002545	0.000000	0.002953	0.000000	0.000005	0	-0.014112
57.950000	-0.002708	0.000000	0.002953	0.000000	0.000005	0	-0.014112
58.000000	-0.002203	0.000000	0.002953	0.000000	0.000004	0	-0.014112
58.050000	-0.002056	0.000000	0.002953	0.000000	0.000003	0	-0.014112
58.100000	-0.002288	0.000000	0.002953	0.000000	0.000003	0	-0.014112
58.150000	-0.001844	0.000000	0.002953	0.000000	0.000002	0	-0.014112
58.200000	-0.001865	0.000000	0.002953	0.000000	0.000001	0	-0.014112
58.250000	-0.001947	0.000000	0.002953	0.000000	0.000001	0	-0.014112
58.300000	-0.001293	0.000000	0.002953	0.000000	0.000012	0	-0.014112
58.350000	-0.001290	0.000000	0.002953	0.000000	0.000066	0	-0.014112
58.400000	-0.000722	0.000000	0.002953	0.000000	0.000190	0	-0.014112
58.450000	-0.000715	0.000000	0.002953	0.000000	0.000300	0	-0.014112
58.500000	-0.000525	0.000000	0.002953	0.000001	0.000389	0	-0.014112
58.550000	-0.001101	0.000000	0.002953	0.000001	0.000450	0	-0.014112
58.600000	-0.000337	0.000000	0.002953	0.000001	0.000484	0	-0.014112
58.650000	-0.000484	0.000000	0.002953	0.000000	0.000485	0	-0.014112
58.700000	0.000196	0.000000	0.002953	0.000001	0.000451	0	-0.014112
58.750000	0.001277	0.000000	0.002953	0.000001	0.000390	0	-0.014112
58.800000	0.000207	0.000000	0.002953	0.000001	0.000315	0	-0.014112
58.850000	0.000560	0.000000	0.002953	0.000001	0.000215	0	-0.014112
58.900000	0.000803	0.000000	0.002953	0.000001	0.000104	0	-0.014112
58.950000	0.001088	0.000000	0.002953	0.000001	0.000047	0	-0.014112
59.000000	0.001095	0.000000	0.002953	0.000001	0.000085	0	-0.014112
59.050000	0.000531	0.000000	0.002953	0.000001	0.000205	0	-0.014112
59.100000	0.000424	0.000000	0.002953	0.000001	0.000305	0	-0.014112
59.150000	0.000309	0.000000	0.002953	0.000001	0.000378	0	-0.014112
59.200000	0.000913	0.000000	0.002953	0.000000	0.000409	0	-0.014112
59.250000	-0.000515	0.000000	0.002953	0.000000	0.000392	0	-0.014112
59.300000	-0.005904	0.000000	0.002953	0.000003	0.000358	0	-0.014112
59.350000	-0.007324	0.000000	0.002953	0.000008	0.000330	0	-0.014112
59.400000	-0.007125	-0.000356	-0.000178	0.000011	0.000299	1	-0.014121
59.450000	-0.005674	-0.000640	-0.000498	0.000013	0.000246	1	-0.014146
59.500000	-0.005078	-0.000894	-0.000767	0.000013	0.000194	1	-0.014184
59.550000	-0.003318	-0.001060	-0.000977	0.000013	0.000168	1	-0.014233
59.600000	-0.004215	-0.001270	-0.001165	0.000012	0.000174	1	-0.014291
59.650000	-0.006228	-0.001582	-0.001426	0.000011	0.000175	1	-0.014362
59.700000	-0.005584	-0.001861	-0.001721	0.000010	0.000154	1	-0.014449
59.750000	-0.004913	0.000000	-0.001721	0.000008	0.000132	0	-0.014449
59.800000	-0.004643	0.000000	-0.001721	0.000006	0.000109	0	-0.014449
59.850000	-0.004187	0.000000	-0.001721	0.000004	0.000106	0	-0.014449
59.900000	-0.002737	0.000000	-0.001721	0.000002	0.000149	0	-0.014449
59.950000	0.003214	0.000000	-0.001721	0.000007	0.000215	0	-0.014449
60.000000	0.004141	0.000207	0.000104	0.000012	0.000282	1	-0.014443
60.050000	0.003725	0.000393	0.000300	0.000015	0.000321	1	-0.014428
60.100000	0.003610	0.000574	0.000484	0.000018	0.000344	1	-0.014404
60.150000	0.002938	0.000721	0.000647	0.000019	0.000340	1	-0.014372
60.200000	0.001282	0.000785	0.000753	0.000019	0.000293	1	-0.014334
60.250000	0.002331	0.000901	0.000843	0.000019	0.000206	1	-0.014292
60.300000	0.004980	0.001150	0.001026	0.000018	0.000166	1	-0.014241
60.350000	0.005046	0.001403	0.001277	0.000016	0.000135	1	-0.014177
60.400000	0.005042	0.001655	0.001529	0.000013	0.000106	1	-0.014100
60.450000	0.004883	0.000000	0.001529	0.000010	0.000077	0	-0.014100
60.500000	0.005040	0.000000	0.001529	0.000006	0.000056	0	-0.014100
60.550000	0.004967	0.000000	0.001529	0.000002	0.000056	0	-0.014100
60.600000	0.004669	0.000000	0.001529	0.000002	0.000062	0	-0.014100
60.650000	0.004738	0.000000	0.001529	0.000002	0.000063	0	-0.014100
60.700000	0.004517	0.000000	0.001529	0.000002	0.000059	0	-0.014100
60.750000	0.004742	0.000000	0.001529	0.000002	0.000054	0	-0.014100
60.800000	0.004809	0.000000	0.001529	0.000002	0.000044	0	-0.014100
60.850000	0.004805	0.000000	0.001529	0.000001	0.000026	0	-0.014100
60.900000	0.004660	0.000000	0.001529	0.000000	0.000004	0	-0.014100
60.950000	0.004289	0.000000	0.001529	0.000000	0.000002	0	-0.014100
61.000000	0.003987	0.000000	0.001529	0.000000	0.000002	0	-0.014100
61.050000	0.004209	0.000000	0.001529	0.000000	0.000001	0	-0.014100
61.100000	0.004214	0.000000	0.001529	0.000000	0.000001	0	-0.014100
61.150000	0.003988	0.000000	0.001529	0.000000	0.000001	0	-0.014100
61.200000	0.003910	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.250000	0.004060	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.300000	0.004141	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.350000	0.004365	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.400000	0.003988	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.450000	0.004067	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.500000	0.004370	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.550000	0.004443	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.600000	0.004595	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.650000	0.004677	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.700000	0.004603	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.750000	0.004375	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.800000	0.004302	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.850000	0.004078	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.900000	0.004075	0.000000	0.001529	0.000000	0.000000	0	-0.014100
61.950000	0.004066	0.000000	0.001529	0.000000	0.000000	0	-0.014100
62.000000	0.003688	0.000000	0.001529	0.000000	0.000000	0	-0.014100
62.050000	0.003609	0.000000	0.001529	0.000000	0.000000	0	-0.014100
62.100000	0.003223	0.000000	0.001529	0.000000	0.000000	0	-0.014100
62.150000	0.002994	0.000000	0.001529	0.000000	0.000001	0	-0.014100
62.200000	0.003221	0.000000	0.001529	0.000000	0.000001	0	-0.014100
62.250000	0.003519	0.000000	0.001529	0.000000	0.000001	0	-0.014100
62.300000	0.003369	0.000000	0.001529	0.000000	0.000001	0	-0.014100
62.350000	0.003373	0.000000	0.001529	0.000000	0.000001	0	-0.014100
62.400000	0.003309	0.000000	0.001529	0.000000	0.000001	0	-0.014100
62.450000	0.002837	0.000000	0.001529	0.000000	0.000001	0	-0.014100
