Time(s)		Data(rad/s)	Variance	Rotate	Angle(deg)
0.000000	-0.000956	-0.000956	0	0.000000
0.050000	0.003565	0.003565	0	0.000000
0.100000	0.000235	0.000235	0	0.000000
0.150000	0.001261	0.001261	0	0.000000
0.200000	-0.001083	-0.001083	0	0.000000
0.250000	-0.002222	-0.002222	0	0.000000
0.300000	-0.005693	-0.005693	0	0.000000
0.350000	-0.006724	-0.006724	0	0.000000
0.400000	-0.002122	-0.002122	0	0.000000
0.450000	0.000168	0.000168	0	0.000000
0.500000	0.011960	0.011960	1	0.034264
0.550000	-0.005646	-0.005646	0	0.034264
0.600000	-0.000198	0.000023	0	0.034264
0.650000	-0.000290	0.000025	0	0.034264
0.700000	-0.000203	0.000023	0	0.034264
0.750000	-0.000568	0.000023	0	0.034264
0.800000	-0.001049	0.000023	0	0.034264
0.850000	-0.001535	0.000023	0	0.034264
0.900000	-0.001580	0.000023	0	0.034264
0.950000	-0.001651	0.000021	0	0.034264
1.000000	-0.002455	0.000018	0	0.034264
1.050000	-0.000618	0.000017	0	0.034264
1.100000	0.000976	0.000017	0	0.034264
1.150000	0.007287	0.000010	0	0.034264
1.200000	0.024028	0.000052	0	0.034264
1.250000	0.034273	0.000136	0	0.034264
1.300000	0.043381	0.000255	0	0.034264
1.350000	0.031811	0.000302	0	0.034264
1.400000	0.012993	0.000296	0	0.034264
1.450000	0.002528	0.000289	0	0.034264
1.500000	-0.003656	0.000293	0	0.034264
1.550000	-0.014634	0.000335	0	0.034264
1.600000	-0.010132	0.000361	0	0.034264
1.650000	-0.010251	0.000383	0	0.034264
1.700000	0.017555	0.000381	0	0.034264
1.750000	0.031617	0.000405	0	0.034264
1.800000	0.004011	0.000411	0	0.034264
1.850000	-0.009888	0.000435	0	0.034264
1.900000	-0.015341	0.000425	0	0.034264
1.950000	-0.025227	0.000361	0	0.034264
2.000000	-0.016565	0.000286	0	0.034264
2.050000	-0.018934	0.000274	0	0.034264
2.100000	-0.027834	0.000304	0	0.034264
2.150000	-0.048864	0.000434	0	0.034264
2.200000	-0.037315	0.000498	0	0.034264
2.250000	-0.053417	0.000628	0	0.034264
2.300000	-0.054669	0.000746	0	0.034264
2.350000	-0.088168	0.000961	0	0.034264
2.400000	-0.097420	0.000983	0	0.034264
2.450000	-0.071275	0.000898	0	0.034264
2.500000	-0.072083	0.000841	0	0.034264
2.550000	-0.058726	0.000743	0	0.034264
2.600000	-0.057593	0.000673	0	0.034264
2.650000	-0.055213	0.000541	0	0.034264
2.700000	-0.033761	0.000452	0	0.034264
2.750000	-0.014004	0.000530	0	0.034264
2.800000	0.013523	0.000921	0	0.034264
2.850000	0.013537	0.001280	0	0.034264
2.900000	0.025479	0.001723	0	0.034264
2.950000	0.027913	0.002115	0	0.034264
3.000000	0.032462	0.002217	0	0.034264
3.050000	0.026037	0.001943	0	0.034264
3.100000	0.020712	0.001742	0	0.034264
3.150000	0.018668	0.001422	0	0.034264
3.200000	-0.000110	0.001117	0	0.034264
3.250000	0.000413	0.000780	0	0.034264
3.300000	0.000769	0.000424	0	0.034264
3.350000	0.000238	0.000235	0	0.034264
3.400000	0.000497	0.000170	0	0.034264
3.450000	0.000748	0.000178	0	0.034264
3.500000	0.000013	0.000191	0	0.034264
3.550000	0.000710	0.000183	0	0.034264
3.600000	0.001063	0.000158	0	0.034264
3.650000	0.000887	0.000103	0	0.034264
3.700000	0.000621	0.000061	0	0.034264
3.750000	-0.000189	0.000031	0	0.034264
3.800000	0.000162	0.000003	0	0.034264
3.850000	0.001154	0.000000	0	0.034264
3.900000	0.000352	0.000000	0	0.034264
3.950000	0.000150	0.000000	0	0.034264
4.000000	0.000486	0.000000	0	0.034264
4.050000	0.000125	0.000000	0	0.034264
4.100000	0.000300	0.000000	0	0.034264
4.150000	0.000655	0.000000	0	0.034264
