Time(s)	Acc(m/s2)	V (m/s)	V_avg (m/s)	Var	gyro_var	Movement	Displacement(m)
34.550000	-0.001680	0.000000	-0.001573	0.000001	0.000057	0	0.873710
34.600000	-0.001609	0.000000	-0.001573	0.000001	0.000054	0	0.873710
34.650000	-0.001445	0.000000	-0.001573	0.000001	0.000049	0	0.873710
34.700000	-0.001205	0.000000	-0.001573	0.000001	0.000042	0	0.873710
34.750000	-0.001205	0.000000	-0.001573	0.000001	0.000032	0	0.873710
34.800000	-0.001342	0.000000	-0.001573	0.000000	0.000015	0	0.873710
34.850000	-0.001122	0.000000	-0.001573	0.000000	0.000003	0	0.873710
34.900000	-0.001279	0.000000	-0.001573	0.000000	0.000002	0	0.873710
34.950000	-0.001039	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.000000	-0.000946	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.050000	-0.001182	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.100000	-0.000658	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.150000	-0.000566	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.200000	-0.000411	0.000000	-0.001573	0.000000	0.000000	0	0.873710
35.250000	-0.000707	0.000000	-0.001573	0.000000	0.000000	0	0.873710
35.300000	-0.000723	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.350000	-0.000798	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.400000	-0.000643	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.450000	-0.000788	0.000000	-0.001573	0.000000	0.000000	0	0.873710
35.500000	-0.000386	0.000000	-0.001573	0.000000	0.000000	0	0.873710
35.550000	-0.000603	0.000000	-0.001573	0.000000	0.000000	0	0.873710
35.600000	-0.000916	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.650000	-0.000924	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.700000	-0.000919	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.750000	-0.001126	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.800000	-0.001365	0.000000	-0.001573	0.000000	0.000001	0	0.873710
35.850000	-0.001514	0.000000	-0.001573	0.000000	0.000002	0	0.873710
35.900000	-0.001367	0.000000	-0.001573	0.000000	0.000002	0	0.873710
35.950000	-0.001588	0.000000	-0.001573	0.000000	0.000003	0	0.873710
36.000000	-0.001590	0.000000	-0.001573	0.000000	0.000004	0	0.873710
36.050000	-0.002053	0.000000	-0.001573	0.000000	0.000004	0	0.873710
36.100000	-0.001758	0.000000	-0.001573	0.000000	0.000004	0	0.873710
36.150000	-0.002295	0.000000	-0.001573	0.000000	0.000004	0	0.873710
36.200000	-0.002080	0.000000	-0.001573	0.000000	0.000004	0	0.873710
36.250000	-0.001839	0.000000	-0.001573	0.000000	0.000003	0	0.873710
36.300000	-0.001691	0.000000	-0.001573	0.000000	0.000003	0	0.873710
36.350000	-0.001379	0.000000	-0.001573	0.000000	0.000002	0	0.873710
36.400000	-0.001156	0.000000	-0.001573	0.000000	0.000002	0	0.873710
36.450000	-0.000845	0.000000	-0.001573	0.000000	0.000001	0	0.873710
36.500000	-0.000612	0.000000	-0.001573	0.000000	0.000001	0	0.873710
36.550000	-0.000304	0.000000	-0.001573	0.000000	0.000000	0	0.873710
36.600000	-0.000087	0.000000	-0.001573	0.000001	0.000001	0	0.873710
36.650000	-0.000169	0.000000	-0.001573	0.000001	0.000001	0	0.873710
36.700000	-0.000162	0.000000	-0.001573	0.000001	0.000001	0	0.873710
36.750000	-0.000398	0.000000	-0.001573	0.000001	0.000002	0	0.873710
36.800000	-0.000403	0.000000	-0.001573	0.000001	0.000002	0	0.873710
36.850000	-0.000245	0.000000	-0.001573	0.000000	0.000003	0	0.873710
36.900000	-0.000089	0.000000	-0.001573	0.000000	0.000004	0	0.873710
36.950000	-0.000156	0.000000	-0.001573	0.000000	0.000004	0	0.873710
37.000000	-0.000077	0.000000	-0.001573	0.000000	0.000005	0	0.873710
37.050000	-0.000090	0.000000	-0.001573	0.000000	0.000005	0	0.873710
37.100000	-0.000239	0.000000	-0.001573	0.000000	0.000004	0	0.873710
37.150000	-0.000940	0.000000	-0.001573	0.000000	0.000004	0	0.873710
37.200000	-0.001545	0.000000	-0.001573	0.000000	0.000004	0	0.873710
37.250000	-0.001225	0.000000	-0.001573	0.000000	0.000005	0	0.873710
37.300000	-0.001217	0.000000	-0.001573	0.000000	0.000004	0	0.873710
37.350000	-0.002062	0.000000	-0.001573	0.000000	0.000003	0	0.873710
37.400000	-0.004258	0.000000	-0.001573	0.000001	0.000003	0	0.873710
37.450000	-0.005760	0.000000	-0.001573	0.000003	0.000003	0	0.873710
37.500000	-0.005528	0.000000	-0.001573	0.000005	0.000002	0	0.873710
37.550000	-0.005765	0.000000	-0.001573	0.000006	0.000002	0	0.873710
37.600000	-0.010092	0.000000	-0.001573	0.000010	0.000002	0	0.873710
37.650000	-0.020187	-0.001009	-0.000505	0.000031	0.000007	1	0.873684
37.700000	-0.024000	-0.002209	-0.001609	0.000060	0.000010	1	0.873604
37.750000	-0.028189	-0.003619	-0.002914	0.000093	0.000011	1	0.873458
37.800000	-0.025628	-0.004900	-0.004259	0.000112	0.000012	1	0.873245
37.850000	-0.029729	-0.006387	-0.005643	0.000133	0.000014	1	0.872963
37.900000	-0.025832	-0.007678	-0.007032	0.000135	0.000017	1	0.872611
37.950000	-0.026168	-0.008987	-0.008332	0.000128	0.000016	1	0.872195
38.000000	-0.028264	-0.010400	-0.009693	0.000117	0.000015	1	0.871710
38.050000	-0.020108	-0.011405	-0.010902	0.000098	0.000015	1	0.871165
38.100000	-0.017242	-0.012267	-0.011836	0.000080	0.000028	1	0.870573
38.150000	-0.011898	-0.012862	-0.012565	0.000066	0.000041	1	0.869945
38.200000	-0.013531	-0.013539	-0.013200	0.000050	0.000053	1	0.869285
38.250000	-0.003814	-0.013729	-0.013634	0.000063	0.000059	1	0.868603
38.300000	0.005916	-0.013434	-0.013582	0.000121	0.000063	1	0.867924
38.350000	0.010465	-0.012910	-0.013172	0.000189	0.000061	1	0.867265
38.400000	0.016161	-0.012102	-0.012506	0.000259	0.000059	1	0.866640
38.450000	0.016302	-0.011287	-0.011695	0.000313	0.000055	1	0.866055
38.500000	0.021969	-0.010189	-0.010738	0.000351	0.000047	1	0.865519
38.550000	0.021552	-0.009111	-0.009650	0.000369	0.000033	1	0.865036
38.600000	0.021507	-0.008036	-0.008573	0.000355	0.000016	1	0.864607
38.650000	0.024972	-0.006787	-0.007412	0.000308	0.000019	1	0.864237
38.700000	0.019569	-0.005809	-0.006298	0.000256	0.000028	1	0.863922
38.750000	0.021058	-0.004756	-0.005282	0.000199	0.000049	1	0.863658
38.800000	0.015999	-0.003956	-0.004356	0.000145	0.000066	1	0.863440
38.850000	0.016881	-0.003112	-0.003534	0.000074	0.000076	1	0.863263
38.900000	0.010956	-0.002564	-0.002838	0.000036	0.000077	1	0.863121
38.950000	0.011620	-0.001983	-0.002274	0.000024	0.000072	1	0.863008
39.000000	0.011293	-0.001418	-0.001701	0.000023	0.000073	1	0.862923
39.050000	0.010097	-0.000914	-0.001166	0.000027	0.000082	1	0.862864
39.100000	0.008032	-0.000512	-0.000713	0.000034	0.000084	1	0.862829
39.150000	0.007087	-0.000158	-0.000335	0.000038	0.000081	1	0.862812
39.200000	0.003076	-0.000004	-0.000081	0.000046	0.000082	1	0.862808
39.250000	0.003532	0.000173	0.000084	0.000049	0.000090	1	0.862812
39.300000	0.003236	0.000335	0.000254	0.000041	0.000102	1	0.862825
39.350000	0.003004	0.000485	0.000410	0.000037	0.000108	1	0.862845
39.400000	0.000158	0.000493	0.000489	0.000031	0.000097	1	0.862870
39.450000	-0.000347	0.000475	0.000484	0.000029	0.000073	1	0.862894
39.500000	0.000413	0.000496	0.000486	0.000022	0.000040	1	0.862918
39.550000	0.000795	0.000536	0.000516	0.000021	0.000019	1	0.862944
39.600000	0.000258	0.000549	0.000542	0.000018	0.000016	1	0.862971
39.650000	-0.000139	0.000542	0.000545	0.000013	0.000017	1	0.862998
39.700000	-0.000526	0.000000	0.000545	0.000009	0.000022	0	0.862998
39.750000	-0.000844	0.000000	0.000545	0.000006	0.000025	0	0.862998
39.800000	-0.001467	0.000000	0.000545	0.000004	0.000028	0	0.862998
39.850000	-0.001548	0.000000	0.000545	0.000003	0.000032	0	0.862998
39.900000	-0.001383	0.000000	0.000545	0.000003	0.000034	0	0.862998
39.950000	-0.001770	0.000000	0.000545	0.000002	0.000035	0	0.862998
40.000000	-0.001846	0.000000	0.000545	0.000001	0.000033	0	0.862998
40.050000	-0.001319	0.000000	0.000545	0.000001	0.000028	0	0.862998
40.100000	-0.001245	0.000000	0.000545	0.000001	0.000019	0	0.862998
40.150000	-0.001011	0.000000	0.000545	0.000001	0.000009	0	0.862998
40.200000	-0.000775	0.000000	0.000545	0.000000	0.000002	0	0.862998
40.250000	-0.001141	0.000000	0.000545	0.000000	0.000001	0	0.862998
40.300000	-0.001372	0.000000	0.000545	0.000000	0.000001	0	0.862998
40.350000	-0.001290	0.000000	0.000545	0.000000	0.000001	0	0.862998
40.400000	-0.001134	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.450000	-0.000825	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.500000	-0.000507	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.550000	-0.000897	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.600000	-0.000352	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.650000	-0.000504	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.700000	-0.000565	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.750000	-0.000485	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.800000	-0.000945	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.850000	-0.000786	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.900000	-0.000265	0.000000	0.000545	0.000000	0.000000	0	0.862998
40.950000	-0.000338	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.000000	-0.000505	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.050000	-0.000884	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.100000	-0.000961	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.150000	-0.001198	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.200000	-0.001046	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.250000	-0.001120	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.300000	-0.000903	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.350000	-0.001438	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.400000	-0.001356	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.450000	-0.001055	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.500000	-0.001142	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.550000	-0.001455	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.600000	-0.001308	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.650000	-0.001140	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.700000	-0.000759	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.750000	-0.000473	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.800000	-0.000317	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.850000	-0.000173	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.900000	-0.000245	0.000000	0.000545	0.000000	0.000000	0	0.862998
41.950000	-0.000472	0.000000	0.000545	0.000000	0.000000	0	0.862998
42.000000	-0.000014	0.000000	0.000545	0.000000	0.000001	0	0.862998
42.050000	0.000212	0.000000	0.000545	0.000000	0.000002	0	0.862998
42.100000	0.000447	0.000000	0.000545	0.000000	0.000002	0	0.862998
42.150000	0.000602	0.000000	0.000545	0.000000	0.000003	0	0.862998
42.200000	0.001221	0.000000	0.000545	0.000001	0.000003	0	0.862998
42.250000	0.000998	0.000000	0.000545	0.000001	0.000003	0	0.862998
42.300000	0.001061	0.000000	0.000545	0.000000	0.000003	0	0.862998
42.350000	0.001051	0.000000	0.000545	0.000000	0.000003	0	0.862998
42.400000	0.000840	0.000000	0.000545	0.000000	0.000003	0	0.862998
42.450000	0.001374	0.000000	0.000545	0.000000	0.000003	0	0.862998
42.500000	0.001606	0.000000	0.000545	0.000000	0.000002	0	0.862998
42.550000	0.001842	0.000000	0.000545	0.000000	0.000001	0	0.862998
42.600000	0.001993	0.000000	0.000545	0.000000	0.000000	0	0.862998
42.650000	0.002205	0.000000	0.000545	0.000000	0.000001	0	0.862998
42.700000	0.001966	0.000000	0.000545	0.000000	0.000001	0	0.862998
42.750000	0.002039	0.000000	0.000545	0.000000	0.000002	0	0.862998
42.800000	0.001583	0.000000	0.000545	0.000000	0.000002	0	0.862998
42.850000	0.001332	0.000000	0.000545	0.000000	0.000004	0	0.862998
42.900000	0.001256	0.000000	0.000545	0.000000	0.000010	0	0.862998
42.950000	0.000941	0.000000	0.000545	0.000000	0.000026	0	0.862998
43.000000	-0.002387	0.000000	0.000545	0.000001	0.000059	0	0.862998
43.050000	-0.004636	0.000000	0.000545	0.000004	0.000130	0	0.862998
43.100000	-0.010910	-0.000546	-0.000273	0.000015	0.000358	1	0.862985
43.150000	-0.013252	-0.001208	-0.000877	0.000029	0.000733	1	0.862941
43.200000	-0.015996	-0.002008	-0.001608	0.000045	0.001218	1	0.862861
43.250000	-0.017987	-0.002907	-0.002458	0.000062	0.001830	1	0.862738
43.300000	-0.026553	-0.004235	-0.003571	0.000097	0.002464	1	0.862559
43.350000	-0.032062	-0.005838	-0.005036	0.000141	0.002961	1	0.862307
43.400000	-0.046254	-0.008151	-0.006994	0.000236	0.003157	1	0.861958
43.450000	-0.057274	-0.011014	-0.009583	0.000370	0.003144	1	0.861478
43.500000	-0.068133	-0.014421	-0.012718	0.000538	0.002968	1	0.860843
43.550000	-0.074617	-0.018152	-0.016286	0.000693	0.002692	1	0.860028
43.600000	-0.079341	-0.022119	-0.020135	0.000810	0.002221	1	0.859021
43.650000	-0.079826	-0.026110	-0.024115	0.000865	0.001697	1	0.857816
43.700000	-0.082978	-0.030259	-0.028185	0.000873	0.001168	1	0.856407
43.750000	-0.080239	-0.034271	-0.032265	0.000832	0.000754	1	0.854793
43.800000	-0.080003	-0.038271	-0.036271	0.000742	0.000451	1	0.852980
43.850000	-0.080336	-0.042288	-0.040280	0.000613	0.000369	1	0.850966
43.900000	-0.082926	-0.046434	-0.044361	0.000450	0.000798	1	0.848748
43.950000	-0.081666	-0.050518	-0.048476	0.000299	0.001527	1	0.846324
44.000000	-0.078794	-0.054457	-0.052487	0.000150	0.002336	1	0.843699
44.050000	-0.071592	-0.058037	-0.056247	0.000066	0.003050	1	0.840887
44.100000	-0.065379	-0.061306	-0.059671	0.000038	0.003657	1	0.837904
44.150000	-0.059887	-0.064300	-0.062803	0.000053	0.004269	1	0.834763
44.200000	-0.055651	-0.067083	-0.065692	0.000089	0.004795	1	0.831479
44.250000	-0.054817	-0.069824	-0.068453	0.000122	0.005021	1	0.828056
44.300000	-0.053999	-0.072524	-0.071174	0.000148	0.004964	1	0.824498
44.350000	-0.046280	-0.074838	-0.073681	0.000183	0.004507	1	0.820813
44.400000	-0.045735	-0.077124	-0.075981	0.000210	0.003877	1	0.817014
44.450000	-0.046226	-0.079436	-0.078280	0.000221	0.003150	1	0.813100
44.500000	-0.049419	-0.081907	-0.080671	0.000208	0.002430	1	0.809067
44.550000	-0.045082	-0.084161	-0.083034	0.000178	0.001955	1	0.804915
44.600000	-0.042279	-0.086275	-0.085218	0.000140	0.001606	1	0.800654
44.650000	-0.041449	-0.088347	-0.087311	0.000096	0.001308	1	0.796289
44.700000	-0.037877	-0.090241	-0.089294	0.000071	0.000990	1	0.791824
44.750000	-0.034796	-0.091981	-0.091111	0.000060	0.000678	1	0.787269
44.800000	-0.034349	-0.093698	-0.092839	0.000055	0.000510	1	0.782627
44.850000	-0.034121	-0.095404	-0.094551	0.000053	0.000480	1	0.777899
44.900000	-0.032724	-0.097040	-0.096222	0.000049	0.000460	1	0.773088
44.950000	-0.032180	-0.098649	-0.097845	0.000041	0.000500	1	0.768196
45.000000	-0.037400	-0.100519	-0.099584	0.000038	0.000517	1	0.763216
45.050000	-0.038832	-0.102461	-0.101490	0.000034	0.000422	1	0.758142
45.100000	-0.039604	-0.104441	-0.103451	0.000029	0.000312	1	0.752969
45.150000	-0.036241	-0.106253	-0.105347	0.000018	0.000175	1	0.747702
45.200000	-0.037721	-0.108139	-0.107196	0.000012	0.000134	1	0.742342
45.250000	-0.037011	0.000000	-0.107196	0.000008	0.000110	0	0.742342
45.300000	-0.037007	0.000000	-0.107196	0.000006	0.000090	0	0.742342
45.350000	-0.036934	0.000000	-0.107196	0.000006	0.000079	0	0.742342
45.400000	-0.037979	0.000000	-0.107196	0.000006	0.000060	0	0.742342
45.450000	-0.036226	0.000000	-0.107196	0.000005	0.000052	0	0.742342
45.500000	-0.037317	0.000000	-0.107196	0.000005	0.000047	0	0.742342
45.550000	-0.037081	0.000000	-0.107196	0.000003	0.000036	0	0.742342
45.600000	-0.037062	0.000000	-0.107196	0.000001	0.000024	0	0.742342
45.650000	-0.036555	0.000000	-0.107196	0.000001	0.000015	0	0.742342
45.700000	-0.036197	0.000000	-0.107196	0.000001	0.000008	0	0.742342
45.750000	-0.036235	0.000000	-0.107196	0.000000	0.000001	0	0.742342
45.800000	-0.036460	0.000000	-0.107196	0.000000	0.000001	0	0.742342
45.850000	-0.037141	0.000000	-0.107196	0.000000	0.000001	0	0.742342
45.900000	-0.036135	0.000000	-0.107196	0.000000	0.000001	0	0.742342
45.950000	-0.036383	0.000000	-0.107196	0.000000	0.000000	0	0.742342
46.000000	-0.036335	0.000000	-0.107196	0.000000	0.000000	0	0.742342
46.050000	-0.036672	0.000000	-0.107196	0.000000	0.000000	0	0.742342
46.100000	-0.035906	0.000000	-0.107196	0.000000	0.000000	0	0.742342
46.150000	-0.034463	0.000000	-0.107196	0.000000	0.000000	0	0.742342
46.200000	-0.034504	0.000000	-0.107196	0.000001	0.000000	0	0.742342
46.250000	-0.035391	0.000000	-0.107196	0.000001	0.000000	0	0.742342
46.300000	-0.036328	0.000000	-0.107196	0.000001	0.000000	0	0.742342
46.350000	-0.035366	0.000000	-0.107196	0.000001	0.000000	0	0.742342
46.400000	-0.035683	0.000000	-0.107196	0.000001	0.000001	0	0.742342
46.450000	-0.035031	0.000000	-0.107196	0.000001	0.000001	0	0.742342
46.500000	-0.037060	0.000000	-0.107196	0.000001	0.000001	0	0.742342
46.550000	-0.036857	0.000000	-0.107196	0.000001	0.000001	0	0.742342
46.600000	-0.038254	0.000000	-0.107196	0.000001	0.000001	0	0.742342
46.650000	-0.037632	0.000000	-0.107196	0.000001	0.000001	0	0.742342
46.700000	-0.038159	0.000000	-0.107196	0.000002	0.000001	0	0.742342
46.750000	-0.038470	0.000000	-0.107196	0.000002	0.000001	0	0.742342
46.800000	-0.039902	0.000000	-0.107196	0.000003	0.000001	0	0.742342
46.850000	-0.039498	0.000000	-0.107196	0.000003	0.000001	0	0.742342
46.900000	-0.038363	0.000000	-0.107196	0.000003	0.000001	0	0.742342
46.950000	-0.037763	0.000000	-0.107196	0.000002	0.000001	0	0.742342
47.000000	-0.039091	0.000000	-0.107196	0.000002	0.000001	0	0.742342
47.050000	-0.037936	0.000000	-0.107196	0.000002	0.000001	0	0.742342
47.100000	-0.038877	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.150000	-0.036447	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.200000	-0.037019	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.250000	-0.036835	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.300000	-0.038070	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.350000	-0.036647	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.400000	-0.037098	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.450000	-0.036622	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.500000	-0.036603	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.550000	-0.037500	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.600000	-0.037131	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.650000	-0.035693	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.700000	-0.035566	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.750000	-0.036686	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.800000	-0.037399	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.850000	-0.037622	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.900000	-0.036593	0.000000	-0.107196	0.000001	0.000001	0	0.742342
47.950000	-0.035329	0.000000	-0.107196	0.000001	0.000001	0	0.742342
48.000000	-0.034959	0.000000	-0.107196	0.000001	0.000001	0	0.742342
48.050000	-0.034463	0.000000	-0.107196	0.000001	0.000001	0	0.742342
48.100000	-0.036321	0.000000	-0.107196	0.000001	0.000002	0	0.742342
48.150000	-0.037419	0.000000	-0.107196	0.000001	0.000002	0	0.742342
48.200000	-0.036389	0.000000	-0.107196	0.000001	0.000002	0	0.742342
48.250000	-0.036115	0.000000	-0.107196	0.000001	0.000002	0	0.742342
48.300000	-0.035318	0.000000	-0.107196	0.000001	0.000003	0	0.742342
48.350000	-0.034393	0.000000	-0.107196	0.000001	0.000004	0	0.742342
48.400000	-0.031847	0.000000	-0.107196	0.000003	0.000005	0	0.742342
48.450000	-0.032261	0.000000	-0.107196	0.000003	0.000006	0	0.742342
48.500000	-0.033583	0.000000	-0.107196	0.000003	0.000006	0	0.742342
48.550000	-0.034267	0.000000	-0.107196	0.000003	0.000006	0	0.742342
48.600000	-0.035595	0.000000	-0.107196	0.000003	0.000006	0	0.742342
48.650000	-0.036734	0.000000	-0.107196	0.000003	0.000023	0	0.742342
48.700000	-0.036692	0.000000	-0.107196	0.000003	0.000051	0	0.742342
48.750000	-0.035882	0.000000	-0.107196	0.000003	0.000104	0	0.742342
48.800000	-0.036585	0.000000	-0.107196	0.000003	0.000137	0	0.742342
48.850000	-0.040646	0.000000	-0.107196	0.000005	0.000151	0	0.742342
48.900000	-0.044196	-0.002210	-0.001105	0.000012	0.000148	1	0.742287
48.950000	-0.046178	-0.004519	-0.003364	0.000020	0.000141	1	0.742119
49.000000	-0.047864	-0.006912	-0.005715	0.000029	0.000132	1	0.741833
49.050000	-0.048845	-0.009354	-0.008133	0.000035	0.000120	1	0.741426
49.100000	-0.048899	-0.011799	-0.010577	0.000038	0.000107	1	0.740898
49.150000	-0.048876	-0.014243	-0.013021	0.000038	0.000091	1	0.740246
49.200000	-0.053194	-0.016903	-0.015573	0.000043	0.000070	1	0.739468
49.250000	-0.053226	-0.019564	-0.018233	0.000045	0.000070	1	0.738556
49.300000	-0.055081	-0.022318	-0.020941	0.000047	0.000136	1	0.737509
49.350000	-0.054484	-0.025042	-0.023680	0.000045	0.000230	1	0.736325
49.400000	-0.055010	-0.027793	-0.026417	0.000037	0.000352	1	0.735004
49.450000	-0.052675	-0.030426	-0.029110	0.000023	0.000464	1	0.733549
49.500000	-0.049895	-0.032921	-0.031674	0.000014	0.000560	1	0.731965
49.550000	-0.049132	-0.035378	-0.034149	0.000010	0.000667	1	0.730258
49.600000	-0.048016	0.000000	-0.034149	0.000009	0.000793	0	0.730258
49.650000	-0.041752	-0.002088	-0.001044	0.000015	0.001064	1	0.730205
49.700000	-0.040036	-0.004089	-0.003088	0.000024	0.001264	1	0.730051
49.750000	-0.036951	-0.005937	-0.005013	0.000038	0.001372	1	0.729800
49.800000	-0.033499	-0.007612	-0.006774	0.000058	0.001379	1	0.729462
49.850000	-0.026499	-0.008937	-0.008274	0.000091	0.001227	1	0.729048
49.900000	-0.022577	-0.010066	-0.009501	0.000128	0.000996	1	0.728573
49.950000	-0.017592	-0.010945	-0.010505	0.000167	0.000798	1	0.728048
50.000000	-0.015550	-0.011723	-0.011334	0.000197	0.000601	1	0.727481
50.050000	-0.010896	-0.012268	-0.011995	0.000222	0.000463	1	0.726881
50.100000	-0.009080	-0.012722	-0.012495	0.000236	0.000338	1	0.726256
50.150000	-0.005746	-0.013009	-0.012865	0.000247	0.000238	1	0.725613
50.200000	-0.000715	-0.013045	-0.013027	0.000254	0.000214	1	0.724962
50.250000	0.002262	-0.012931	-0.012988	0.000245	0.000278	1	0.724312
50.300000	-0.001248	-0.012994	-0.012963	0.000223	0.000550	1	0.723664
50.350000	-0.000076	-0.012998	-0.012996	0.000189	0.000821	1	0.723014
50.400000	0.000023	-0.012996	-0.012997	0.000149	0.001034	1	0.722365
50.450000	0.000796	-0.012957	-0.012977	0.000106	0.001193	1	0.721716
50.500000	0.000890	-0.012912	-0.012934	0.000077	0.001265	1	0.721069
50.550000	0.000885	-0.012868	-0.012890	0.000053	0.001258	1	0.720425
50.600000	0.001107	-0.012813	-0.012840	0.000036	0.001173	1	0.719783
50.650000	0.001116	-0.012757	-0.012785	0.000021	0.001016	1	0.719143
50.700000	0.001194	-0.012697	-0.012727	0.000012	0.000806	1	0.718507
50.750000	0.000896	0.000000	-0.012727	0.000005	0.000581	0	0.718507
50.800000	0.001054	0.000000	-0.012727	0.000001	0.000355	0	0.718507
50.850000	0.001279	0.000000	-0.012727	0.000001	0.000179	0	0.718507
50.900000	0.000978	0.000000	-0.012727	0.000001	0.000053	0	0.718507
50.950000	0.001196	0.000000	-0.012727	0.000000	0.000023	0	0.718507
51.000000	0.000965	0.000000	-0.012727	0.000000	0.000008	0	0.718507
51.050000	0.000980	0.000000	-0.012727	0.000000	0.000001	0	0.718507
51.100000	0.001453	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.150000	0.001372	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.200000	0.001227	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.250000	0.001147	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.300000	0.000916	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.350000	0.000931	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.400000	0.001455	0.000000	-0.012727	0.000000	0.000001	0	0.718507
51.450000	0.001522	0.000000	-0.012727	0.000000	0.000001	0	0.718507
51.500000	0.001217	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.550000	0.001218	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.600000	0.000921	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.650000	0.001217	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.700000	0.001129	0.000000	-0.012727	0.000000	0.000000	0	0.718507
51.750000	0.000737	0.000000	-0.012727	0.000000	0.000001	0	0.718507
51.800000	0.001040	0.000000	-0.012727	0.000000	0.000001	0	0.718507
51.850000	0.000959	0.000000	-0.012727	0.000000	0.000001	0	0.718507
51.900000	0.001049	0.000000	-0.012727	0.000000	0.000001	0	0.718507
51.950000	0.001428	0.000000	-0.012727	0.000000	0.000001	0	0.718507
52.000000	0.001410	0.000000	-0.012727	0.000000	0.000001	0	0.718507
52.050000	0.001411	0.000000	-0.012727	0.000000	0.000002	0	0.718507
52.100000	0.001500	0.000000	-0.012727	0.000000	0.000002	0	0.718507
52.150000	0.001667	0.000000	-0.012727	0.000000	0.000002	0	0.718507
52.200000	0.001894	0.000000	-0.012727	0.000000	0.000001	0	0.718507
52.250000	0.002279	0.000000	-0.012727	0.000000	0.000001	0	0.718507
52.300000	0.002067	0.000000	-0.012727	0.000000	0.000001	0	0.718507
52.350000	0.002217	0.000000	-0.012727	0.000000	0.000001	0	0.718507
52.400000	0.002376	0.000000	-0.012727	0.000000	0.000001	0	0.718507
